variable code,variable name,long code (GHED data explorer),category 1,category 2,unit,currency,Method of measurement (INDICATORS category1),
location,Countries and territories name,-,-,-,-,-,-,
code,Countries and territories ISO3 code ,-,-,-,-,-,-,
region,Region (WHO),-,-,-,-,-,-,
income,Country income group 2021 (World Bank),-,-,-,-,-,-,
year,Year,-,-,-,-,-,-,
hc5_pvtd_usd2023,"Domestic Private Expenditure on Medical goods (non-specified by function), in million constant (2023) US$",sha11.HC.5_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hc51_pvtd_usd2023,"Domestic Private Expenditure on Pharmaceuticals and Other medical durable goods, in million constant (2023) US$",sha11.HC.5.1_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hc511_pvtd_usd2023,"Domestic Private Expenditure on Prescribed medicines, in million constant (2023) US$",sha11.HC.5.1.1_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hc512_pvtd_usd2023,"Domestic Private Expenditure on Over-the-counter medicines, in million constant (2023) US$",sha11.HC.5.1.2_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hc513_pvtd_usd2023,"Domestic Private Expenditure on Other medical non-durable goods, in million constant (2023) US$",sha11.HC.5.1.3_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hc52_pvtd_usd2023,"Domestic Private Expenditure on Therapeutic appliances and Other medical goods, in million constant (2023) US$",sha11.HC.5.2_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hc5nec_pvtd_usd2023,"Domestic Private Expenditure on Unspecified medical goods (n.e.c.), in million constant (2023) US$",sha11.HC.5.nec_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hc6_pvtd_usd2023,"Domestic Private Expenditure on Preventive care, in million constant (2023) US$",sha11.HC.6_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hc61_pvtd_usd2023,"Domestic Private Expenditure on Information, education and counseling (IEC) programmes, in million constant (2023) US$",sha11.HC.6.1_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hc62_pvtd_usd2023,"Domestic Private Expenditure on Immunization Programmes, in million constant (2023) US$",sha11.HC.6.2_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
fp3214_pvtd_usd2023,"Domestic Private Expenditure on Vaccines, in million constant (2023) US$",sha11.FP.3.2.1.4_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hc63_pvtd_usd2023,"Domestic Private Expenditure on Early disease detection programmes, in million constant (2023) US$",sha11.HC.6.3_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hc64_pvtd_usd2023,"Domestic Private Expenditure on Healthy condition monitoring programmes, in million constant (2023) US$",sha11.HC.6.4_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hc65_pvtd_usd2023,"Domestic Private Expenditure on Epidemiological surveillance and risk and disease control programmes, in million constant (2023) US$",sha11.HC.6.5_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hc66_pvtd_usd2023,"Domestic Private Expenditure on Preparing for disaster and emergency response programmes, in million constant (2023) US$",sha11.HC.6.6_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hc6nec_pvtd_usd2023,"Domestic Private Expenditure on Unspecified preventive care (n.e.c.), in million constant (2023) US$",sha11.HC.6.nec_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hc7_pvtd_usd2023,"Domestic Private Expenditure on Governance, health system & financing administration, in million constant (2023) US$",sha11.HC.7_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hc71_pvtd_usd2023,"Domestic Private Expenditure on Governance and Health system administration, in million constant (2023) US$",sha11.HC.7.1_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hc72_pvtd_usd2023,"Domestic Private Expenditure on Administration of health financing, in million constant (2023) US$",sha11.HC.7.2_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hc7nec_pvtd_usd2023,"Domestic Private Expenditure on Unspecified governance, and health system and financing administration (n.e.c.), in million constant (2023) US$",sha11.HC.7.nec_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hc9_pvtd_usd2023,"Domestic Private Expenditure on Other health care services (n.e.c.), in million constant (2023) US$",sha11.HC.9_pvtd,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hcri1_usd2023,"Total pharmaceutical expenditure (TPE), in million constant (2023) US$",sha11.HC.RI.1,HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS REPORTING ITEMS,Millions,"US$ (constant, 2023)",-,
dis_usd2023,"Current health expenditure by Diseases and Conditions, in million constant (2023) US$",sha11.DIS,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,Millions,"US$ (constant, 2023)",-,
dis1_usd2023,"Infectious and Parasitic Diseases, in million constant (2023) US$",sha11.DIS.1,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,Millions,"US$ (constant, 2023)",-,
dis11_usd2023,"HIV/AIDS and Other Sexually Transmitted Diseases (STDs), in million constant (2023) US$",sha11.DIS.1.1,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,Millions,"US$ (constant, 2023)",-,
dis12_usd2023,"Tuberculosis (TB), in million constant (2023) US$",sha11.DIS.1.2,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,Millions,"US$ (constant, 2023)",-,
dis13_usd2023,"Malaria, in million constant (2023) US$",sha11.DIS.1.3,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,Millions,"US$ (constant, 2023)",-,
dis16_usd2023,"Neglected Tropical Diseases (NTDs), in million constant (2023) US$",sha11.DIS.1.6,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,Millions,"US$ (constant, 2023)",-,
dis192_usd2023,"Disease from coronavirus SARS-CoV-2 (COVID-19), in million constant (2023) US$",sha11.DIS.1.9.2,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,Millions,"US$ (constant, 2023)",-,
dis2_usd2023,"Reproductive Health, in million constant (2023) US$",sha11.DIS.2,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,Millions,"US$ (constant, 2023)",-,
dis21_usd2023,"Maternal Conditions, in million constant (2023) US$",sha11.DIS.2.1,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,Millions,"US$ (constant, 2023)",-,
dis22_usd2023,"Perinatal Conditions, in million constant (2023) US$",sha11.DIS.2.2,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,Millions,"US$ (constant, 2023)",-,
dis23_usd2023,"Contraceptive Management (Family Planning), in million constant (2023) US$",sha11.DIS.2.3,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,Millions,"US$ (constant, 2023)",-,
dis2nec_usd2023,"Unspecified reproductive health conditions (n.e.c.), in million constant (2023) US$",sha11.DIS.2.nec,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,Millions,"US$ (constant, 2023)",-,
dis3_usd2023,"Nutritional Deficiencies, in million constant (2023) US$",sha11.DIS.3,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,Millions,"US$ (constant, 2023)",-,
dis4_usd2023,"Noncommunicable Diseases (NCDs), in million constant (2023) US$",sha11.DIS.4,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,Millions,"US$ (constant, 2023)",-,
dis5_usd2023,"Injuries, in million constant (2023) US$",sha11.DIS.5,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,Millions,"US$ (constant, 2023)",-,
disnec_usd2023,"Other and unspecified Diseases and Conditions (n.e.c.), in million constant (2023) US$",sha11.DIS.nec,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,Millions,"US$ (constant, 2023)",-,
dis_gghed_usd2023,"Domestic general government health expenditure by Diseases and Conditions, in million constant (2023) US$",sha11.DIS_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis1_gghed_usd2023,"Domestic General Government Expenditure on Infectious and Parasitic Diseases, in million constant (2023) US$",sha11.DIS.1_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis11_gghed_usd2023,"Domestic General Government Expenditure on HIV/AIDS and Sexually Transmitted Diseases (STDs), in million constant (2023) US$",sha11.DIS.1.1_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis12_gghed_usd2023,"Domestic General Government Expenditure on Tuberculosis (TB), in million constant (2023) US$",sha11.DIS.1.2_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis13_gghed_usd2023,"Domestic General Government Expenditure on Malaria, in million constant (2023) US$",sha11.DIS.1.3_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis16_gghed_usd2023,"Domestic General Government Expenditure on Neglected Tropical Diseases (NTDs), in million constant (2023) US$",sha11.DIS.1.6_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis192_gghed_usd2023,"Domestic General Government Expenditure on Disease from coronavirus SARS-CoV-2 (COVID-19), in million constant (2023) US$",sha11.DIS.1.9.2_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis2_gghed_usd2023,"Domestic General Government Expenditure on Reproductive Health, in million constant (2023) US$",sha11.DIS.2_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis21_gghed_usd2023,"Domestic General Government Expenditure on Maternal Conditions, in million constant (2023) US$",sha11.DIS.2.1_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis22_gghed_usd2023,"Domestic General Government Expenditure on Perinatal Conditions, in million constant (2023) US$",sha11.DIS.2.2_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis23_gghed_usd2023,"Domestic General Government Expenditure on Contraceptive Management (Family Planning), in million constant (2023) US$",sha11.DIS.2.3_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis2nec_gghed_usd2023,"Domestic General Government Expenditure on Unspecified reproductive health conditions (n.e.c.), in million constant (2023) US$",sha11.DIS.2.nec_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis3_gghed_usd2023,"Domestic General Government Expenditure on Nutritional Deficiencies, in million constant (2023) US$",sha11.DIS.3_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis4_gghed_usd2023,"Domestic General Government Expenditure on Noncommunicable Diseases (NCDs), in million constant (2023) US$",sha11.DIS.4_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis5_gghed_usd2023,"Domestic General Government Expenditure on Injuries, in million constant (2023) US$",sha11.DIS.5_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
disnec_gghed_usd2023,"Domestic General Government Expenditure on other and unspecified Diseases and Conditions (n.e.c.), in million constant (2023) US$",sha11.DIS.nec_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis_ext_usd2023,"External sources of funding by Diseases and Conditions, in million constant (2023) US$",sha11.DIS_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis1_ext_usd2023,"External sources of funding on Infectious and Parasitic Diseases, in million constant (2023) US$",sha11.DIS.1_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis11_ext_usd2023,"External sources of funding on HIV/AIDS and Sexually Transmitted Diseases (STDs), in million constant (2023) US$",sha11.DIS.1.1_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis12_ext_usd2023,"External sources of funding on Tuberculosis (TB), in million constant (2023) US$",sha11.DIS.1.2_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis13_ext_usd2023,"External sources of funding on Malaria, in million constant (2023) US$",sha11.DIS.1.3_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis16_ext_usd2023,"External sources of funding on Neglected Tropical Diseases (NTDs), in million constant (2023) US$",sha11.DIS.1.6_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis192_ext_usd2023,"External sources of funding on Disease from coronavirus SARS-CoV-2 (COVID-19), in million constant (2023) US$",sha11.DIS.1.9.2_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis2_ext_usd2023,"External sources of funding on Reproductive Health, in million constant (2023) US$",sha11.DIS.2_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis21_ext_usd2023,"External sources of funding on Maternal Conditions, in million constant (2023) US$",sha11.DIS.2.1_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis22_ext_usd2023,"External sources of funding on Perinatal Conditions, in million constant (2023) US$",sha11.DIS.2.2_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis23_ext_usd2023,"External sources of funding on Contraceptive Management (Family Planning), in million constant (2023) US$",sha11.DIS.2.3_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis2nec_ext_usd2023,"External sources of funding on Unspecified reproductive health conditions (n.e.c.), in million constant (2023) US$",sha11.DIS.2.nec_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis3_ext_usd2023,"External sources of funding on Nutritional Deficiencies, in million constant (2023) US$",sha11.DIS.3_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis4_ext_usd2023,"External sources of funding on Noncommunicable Diseases (NCDs), in million constant (2023) US$",sha11.DIS.4_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis5_ext_usd2023,"External sources of funding on Injuries, in million constant (2023) US$",sha11.DIS.5_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
disnec_ext_usd2023,"External sources of funding on other and unspecified Diseases and Conditions (n.e.c.), in million constant (2023) US$",sha11.DIS.nec_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis_pvtd_usd2023,"Domestic Private Health expenditure by Diseases and Conditions, in million constant (2023) US$",sha11.DIS_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis1_pvtd_usd2023,"Domestic Private Expenditure on Infectious and Parasitic Diseases, in million constant (2023) US$",sha11.DIS.1_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis11_pvtd_usd2023,"Domestic Private Expenditure on HIV/AIDS and Sexually Transmitted Diseases (STDs), in million constant (2023) US$",sha11.DIS.1.1_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis12_pvtd_usd2023,"Domestic Private Expenditure on Tuberculosis (TB), in million constant (2023) US$",sha11.DIS.1.2_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis13_pvtd_usd2023,"Domestic Private Expenditure on Malaria, in million constant (2023) US$",sha11.DIS.1.3_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis16_pvtd_usd2023,"Domestic Private Expenditure on Neglected Tropical Diseases (NTDs), in million constant (2023) US$",sha11.DIS.1.6_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis192_pvtd_usd2023,"Domestic Private Expenditure on Disease from coronavirus SARS-CoV-2 (COVID-19), in million constant (2023) US$",sha11.DIS.1.9.2_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis2_pvtd_usd2023,"Domestic Private Expenditure on Reproductive Health, in million constant (2023) US$",sha11.DIS.2_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis21_pvtd_usd2023,"Domestic Private Expenditure on Maternal Conditions, in million constant (2023) US$",sha11.DIS.2.1_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis22_pvtd_usd2023,"Domestic Private Expenditure on Perinatal Conditions, in million constant (2023) US$",sha11.DIS.2.2_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis23_pvtd_usd2023,"Domestic Private Expenditure on Contraceptive Management (Family Planning), in million constant (2023) US$",sha11.DIS.2.3_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis2nec_pvtd_usd2023,"Domestic Private Expenditure on Unspecified reproductive health conditions (n.e.c.), in million constant (2023) US$",sha11.DIS.2.nec_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis3_pvtd_usd2023,"Domestic Private Expenditure on Nutritional Deficiencies, in million constant (2023) US$",sha11.DIS.3_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis4_pvtd_usd2023,"Domestic Private Expenditure on Noncommunicable Diseases (NCDs), in million constant (2023) US$",sha11.DIS.4_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
dis5_pvtd_usd2023,"Domestic Private Expenditure on Injuries, in million constant (2023) US$",sha11.DIS.5_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
disnec_pvtd_usd2023,"Domestic Private Expenditure on other and unspecified diseases/conditions (n.e.c.), in million constant (2023) US$",sha11.DIS.nec_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,"US$ (constant, 2023)",-,
hccov_usd2023,"Special reporting items to track COVID-19 spending within CHE, in million constant (2023) US$",HC.COV,HEALTH EXPENDITURE DATA,COVID-19 SPECIAL REPORTING ITEMS,Millions,"US$ (constant, 2023)",-,
hccov1_usd2023,"COVID-19 related treatment, in million constant (2023) US$",HC.COV.1,HEALTH EXPENDITURE DATA,COVID-19 SPECIAL REPORTING ITEMS,Millions,"US$ (constant, 2023)",-,
hccov2_usd2023,"COVID-19 testing and contract tracing, in million constant (2023) US$",HC.COV.2,HEALTH EXPENDITURE DATA,COVID-19 SPECIAL REPORTING ITEMS,Millions,"US$ (constant, 2023)",-,
